ID	NPS	Energy1	Energy2
652	10359	0.25	0.41936
653	10375	0.25	0.081719
654	10377	0.25	0.36901
655	10402	0.25	0.34409
656	10405	0.25	0.33323
657	10457	0.25	0.41939
658	10470	0.25	0.55156
659	10480	0.17742	0.26871
660	10526	0.25	0.12174
661	10545	0.25	0.48154
662	10547	0.25	0.63595
663	10549	0.25	0.13971
664	10565	0.25	0.76697
665	10603	0.25	0.53394
666	10606	0.25	0.33792
667	10613	0.25	0.061966
668	10639	0.25	0.46247
669	10643	0.25	0.21528
670	10657	0.25	0.091155
671	10686	0.20004	0.65232
672	10734	0.25	0.26384
673	10751	0.25	0.36605
674	10766	0.25	0.29026
675	10771	0.25	0.39377
676	10773	0.25	0.37211
677	10784	0.25	0.083705
678	10796	0.25	0.03832
679	10797	0.25	0.27288
680	10807	0.25	0.54988
681	10843	0.25	0.66893
682	10861	0.25	0.27875
683	10868	0.25	0.10583
684	10885	0.25	0.24744
685	10906	0.25	0.38486
686	10908	0.25	0.14061
687	10910	0.25	0.15269
688	10915	0.25	0.033065
689	10917	0.25	0.16753
690	10960	0.25	0.2422
691	10970	0.25	0.29313
692	11008	0.25	0.55407
693	11018	0.25	0.12726
694	11028	0.25	0.32894
695	11031	0.25	0.1584
696	11048	0.25	0.57967
697	11057	0.25	0.25845
698	11066	0.25	0.50781
699	11068	0.25	0.51142
700	11085	0.25	0.53013
701	11110	0.25	0.40373
702	11124	0.25	0.043591
703	11183	0.25	0.016538
704	11198	0.25	0.17063
705	11206	0.25	0.26423
706	11227	0.25	0.35386
707	11236	0.15985	0.11245
708	11245	0.25	0.37721
709	11255	0.13949	0.46325
710	11256	0.25	0.21952
711	11259	0.25	0.044428
712	11273	0.25	0.10209
713	11278	0.25	0.072282
714	11284	0.25	0.42613
715	11297	0.25	0.20131
716	11304	0.25	0.46184
717	11324	0.25	0.19218
718	11327	0.25	0.33207
719	11335	0.25	0.50911
720	11336	0.25	0.41668
721	11348	0.25	0.40855
722	11351	0.25	0.27203
723	11378	0.25	0.15606
724	11381	0.25	0.59516
725	11382	0.25	0.2557
726	11384	0.25	0.44648
727	11403	0.25	0.12455
728	11459	0.25	0.71785
729	11465	0.25	0.65231
730	11478	0.25	0.2168
731	11490	0.25	0.37065
732	11527	0.25	0.40037
733	11538	0.25	0.56069
734	11564	0.25	0.34111
735	11585	0.25	0.03761
736	11594	0.25	0.36011
737	11614	0.25	0.32723
738	11616	0.25	0.54165
739	11621	0.25	0.26531
740	11622	0.25	0.57396
741	11651	0.25	0.34585
742	11653	0.25	0.18322
743	11673	0.25	0.60852
744	11689	0.24171	0.10178
745	11690	0.25	0.1431
746	11693	0.25	0.22125
747	11707	0.25	0.19789
748	11720	0.25	0.59482
749	11727	0.14538	0.34717
750	11792	0.25	0.63298
751	11809	0.25	0.049103
752	11827	0.25	0.30567
753	11846	0.25	0.23741
754	11865	0.25	0.32552
755	11873	0.25	0.26102
756	11888	0.21014	0.09225
757	11896	0.10472	0.37857
758	11913	0.25	0.78861
759	11916	0.25	0.20286
760	11927	0.25	0.09536
761	11932	0.25	0.51059
762	11969	0.25	0.15618
763	11978	0.25	0.025234
764	12002	0.25	0.10221
765	12005	0.25	0.70502
766	12023	0.25	0.22987
767	12043	0.25	0.65415
768	12051	0.25	0.81622
769	12090	0.25	0.21909
770	12112	0.25	0.15608
771	12122	0.25	0.03007
772	12128	0.25	0.13828
773	12129	0.25	0.62768
774	12142	0.25	0.22533
775	12154	0.25	0.13631
776	12160	0.25	0.6499
777	12203	0.25	0.34451
778	12209	0.25	0.40403
779	12213	0.25	0.035176
780	12247	0.25	0.70891
781	12248	0.25	0.55843
782	12256	0.25	0.5379
783	12290	0.25	0.22793
784	12301	0.25	0.18878
785	12307	0.25	0.35709
786	12319	0.25	0.53831
787	12323	0.25	0.23437
788	12345	0.25	0.35223
789	12346	0.25	0.33919
790	12347	0.25	0.3352
791	12351	0.25	0.39314
792	12362	0.25	0.15466
793	12372	0.25	0.081935
794	12389	0.25	0.6302
795	12399	0.25	0.35639
796	12402	0.25	0.26019
797	12448	0.25	0.13505
798	12456	0.25	0.31325
799	12457	0.25	0.26996
800	12459	0.25	0.64659
801	12468	0.25	0.57508
802	12471	0.25	0.043714
803	12475	0.25	0.032115
804	12480	0.25	0.17135
805	12482	0.25	0.58863
806	12490	0.25	0.12784
807	12517	0.25	0.2284
808	12524	0.25	0.25104
809	12544	0.25	0.48011
810	12583	0.25	0.64625
811	12626	0.25	0.33467
812	12639	0.25	0.28405
813	12641	0.25	0.29443
814	12646	0.25	0.54249
815	12648	0.25	0.71322
816	12654	0.25	0.20195
817	12682	0.25	0.38731
818	12725	0.25	0.23913
819	12736	0.13283	0.27409
820	12745	0.25	0.58933
821	12777	0.18653	0.20231
822	12789	0.25	0.1774
823	12795	0.25	0.32195
824	12803	0.25	0.20389
825	12811	0.25	0.16888
826	12868	0.25	0.44592
827	12876	0.25	0.28044
828	12899	0.25	0.067903
829	12908	0.25	0.3849
830	12918	0.25	0.21579
831	12923	0.25	0.16397
832	12959	0.25	0.35835
833	12999	0.25	0.24785
834	13044	0.25	0.31066
835	13046	0.25	0.35279
836	13050	0.25	0.44466
837	13083	0.25	0.047942
838	13091	0.25	0.16663
839	13104	0.25	0.1168
840	13115	0.25	0.2864
841	13123	0.25	0.053406
842	13146	0.25	0.59092
843	13148	0.25	0.025613
844	13150	0.25	0.2404
845	13154	0.25	0.22062
846	13157	0.25	0.11347
847	13163	0.25	0.35815
848	13200	0.25	0.33841
849	13227	0.25	0.14548
850	13236	0.25	0.42213
851	13238	0.25	0.52621
852	13259	0.25	0.14075
853	13302	0.25	0.3948
854	13303	0.25	0.1622
855	13376	0.25	0.29515
856	13384	0.25	0.25159
857	13406	0.25	0.55669
858	13413	0.25	0.67109
859	13435	0.25	0.044269
860	13450	0.25	0.077632
861	13462	0.25	0.39516
862	13466	0.25	0.062784
863	13502	0.25	0.73194
864	13515	0.25	0.36274
865	13555	0.25	0.3052
866	13557	0.25	0.014281
867	13563	0.25	0.43648
868	13577	0.25	0.068505
869	13588	0.25	0.24656
870	13597	0.25	0.14781
871	13603	0.25	0.040867
872	13701	0.25	0.22292
873	13754	0.25	0.024726
874	13758	0.22779	0.050938
875	13798	0.18099	0.16827
876	13803	0.25	0.16207
877	13810	0.25	0.32603
878	13812	0.25	0.32719
879	13844	0.25	0.31716
880	13869	0.25	0.59906
881	13877	0.25	0.18714
882	13879	0.25	0.019364
883	13894	0.25	0.61293
884	13908	0.25	0.34074
885	13929	0.25	0.03622
886	13952	0.25	0.35949
887	13954	0.25	0.64367
888	13956	0.25	0.35932
889	13963	0.25	0.31629
890	14009	0.25	0.17595
891	14015	0.25	0.36894
892	14027	0.25	0.026979
893	14039	0.25	0.57561
894	14043	0.25	0.45186
895	14054	0.25	0.55087
896	14055	0.25	0.62321
897	14057	0.25	0.010893
898	14067	0.25	0.17707
899	14078	0.25	0.061753
900	14141	0.25	0.41103
901	14146	0.25	0.3379
902	14152	0.25	0.40913
903	14161	0.25	0.22621
904	14167	0.25	0.68296
905	14186	0.25	0.31394
906	14242	0.25	0.45441
907	14245	0.25	0.16335
908	14252	0.25	0.081696
909	14263	0.25	0.27745
910	14267	0.25	0.15482
911	14295	0.25	0.11476
912	14309	0.25	0.19023
913	14310	0.25	0.18014
914	14314	0.25	0.46561
915	14377	0.25	0.45766
916	14378	0.25	0.34586
917	14400	0.25	0.16322
918	14414	0.25	0.057881
919	14419	0.25	0.28597
920	14434	0.25	0.27706
921	14440	0.25	0.17759
922	14507	0.25	0.57923
923	14523	0.25	0.62517
924	14559	0.25	0.10486
925	14565	0.25	0.1214
926	14580	0.25	0.69853
927	14596	0.25	0.57327
928	14666	0.25	0.18695
929	14686	0.25	0.5471
930	14688	0.25	0.17261
931	14719	0.25	0.19095
932	14726	0.25	0.12391
933	14736	0.25	0.39114
934	14744	0.25	0.30703
935	14746	0.25	0.13865
936	14762	0.25	0.39543
937	14799	0.25	0.5425
938	14857	0.25	0.11823
939	14871	0.25	0.49815
940	14898	0.25	0.14315
941	14903	0.25	0.47003
942	14916	0.25	0.58513
943	14947	0.25	0.35881
944	14952	0.25	0.068812
945	14966	0.25	0.015499
946	14974	0.25	0.016458
947	14999	0.25	0.33169
948	15014	0.25	0.25951
949	15022	0.25	0.19867
950	15039	0.25	0.32265
951	15091	0.25	0.25505
952	15094	0.25	0.33842
953	15102	0.25	0.25597
954	15105	0.25	0.1737
955	15110	0.25	0.77028
956	15113	0.25	0.54268
957	15118	0.25	0.023887
958	15122	0.25	0.32041
959	15160	0.25	0.5024
960	15170	0.25	0.42035
961	15178	0.25	0.17522
962	15202	0.25	0.33898
963	15204	0.25	0.39078
964	15207	0.17399	0.35933
965	15219	0.25	0.2979
966	15231	0.25	0.32343
967	15235	0.25	0.33078
968	15242	0.25	0.45306
969	15246	0.25	0.44623
970	15258	0.25	0.59344
971	15262	0.25	0.07509
972	15280	0.25	0.38958
973	15286	0.25	0.054842
974	15290	0.25	0.15977
975	15297	0.25	0.271
976	15299	0.25	0.19117
977	15324	0.25	0.39344
978	15329	0.25	0.30026
979	15340	0.12916	0.1231
980	15341	0.25	0.19254
981	15349	0.25	0.11122
982	15356	0.25	0.065503
983	15361	0.25	0.40351
984	15376	0.25	0.60755
985	15402	0.25	0.1116
986	15440	0.25	0.031466
987	15458	0.25	0.39583
988	15466	0.25	0.12253
989	15477	0.25	0.29769
990	15544	0.25	0.38479
991	15557	0.25	0.27364
992	15584	0.15572	0.53392
993	15595	0.25	0.41995
994	15645	0.25	0.2182
995	15655	0.25	0.1512
