ID	NPS	Energy1	Energy2
768	19863	0.031	0.043444
769	19872	0.031	0.039711
770	19886	0.031	0.024271
771	19888	0.031	0.035069
772	19896	0.031	0.04248
773	19916	0.031	0.023464
774	19937	0.031	0.04475
775	19944	0.031	0.040353
776	19955	0.031	0.041486
777	19963	0.031	0.044771
778	19964	0.031	0.035296
779	19991	0.031	0.031744
780	20007	0.031	0.013897
781	20012	0.031	0.031202
782	20032	0.031	0.018997
783	20050	0.029774	0.043256
784	20102	0.031	0.036072
785	20110	0.031	0.042898
786	20126	0.031	0.033194
787	20127	0.031	0.042884
788	20146	0.031	0.026019
789	20282	0.031	0.031045
790	20292	0.031	0.039067
791	20296	0.031	0.045
792	20328	0.031	0.042165
793	20335	0.031	0.037371
794	20404	0.031	0.041446
795	20455	0.031	0.039405
796	20475	0.031	0.038194
797	20522	0.031	0.025802
798	20541	0.031	0.044756
799	20566	0.031	0.030243
800	20611	0.031	0.044618
801	20626	0.031	0.040734
802	20677	0.031	0.023245
803	20702	0.031	0.043323
804	20704	0.031	0.03624
805	20747	0.031	0.029283
806	20748	0.031	0.04485
807	20761	0.031	0.039513
808	20765	0.031	0.036294
809	20774	0.031	0.032234
810	20799	0.031	0.039891
811	20808	0.031	0.044801
812	20817	0.031	0.014114
813	20901	0.031	0.035234
814	20919	0.031	0.013539
815	20968	0.031	0.0433
816	20987	0.027582	0.033475
817	20999	0.031	0.044145
818	21001	0.031	0.035237
819	21027	0.031	0.040074
820	21031	0.031	0.023905
821	21044	0.031	0.038086
822	21045	0.031	0.042105
823	21092	0.031	0.044866
824	21102	0.031	0.044799
825	21137	0.026782	0.037277
826	21176	0.031	0.033353
827	21182	0.031	0.019728
828	21238	0.031	0.031951
829	21267	0.031	0.035185
830	21269	0.029801	0.040578
831	21292	0.031	0.043738
832	21315	0.031	0.044939
833	21334	0.031	0.03069
834	21338	0.031	0.043205
835	21359	0.031	0.01711
836	21396	0.031	0.022033
837	21441	0.031	0.031248
838	21488	0.031	0.028359
839	21544	0.031	0.042035
840	21554	0.031	0.044941
841	21566	0.031	0.039911
842	21574	0.031	0.043166
843	21590	0.031	0.038135
844	21591	0.031	0.04024
845	21596	0.031	0.038508
846	21597	0.031	0.04335
847	21627	0.031	0.044692
848	21682	0.031	0.024349
849	21686	0.031	0.038606
850	21727	0.031	0.014302
851	21735	0.031	0.038141
852	21739	0.031	0.044879
853	21744	0.031	0.026204
854	21760	0.031	0.044506
855	21779	0.031	0.030733
856	21787	0.031	0.021647
857	21788	0.031	0.03096
858	21796	0.031	0.033002
859	21822	0.031	0.037798
860	21827	0.031	0.041531
861	21865	0.031	0.034154
862	21870	0.031	0.038447
863	21896	0.031	0.020737
864	21921	0.031	0.039809
865	21947	0.031	0.018286
866	21970	0.031	0.042691
867	21971	0.031	0.019068
868	21995	0.031	0.024129
869	22123	0.031	0.043922
870	22124	0.031	0.03862
871	22175	0.031	0.040844
872	22211	0.031	0.033784
873	22230	0.031	0.032554
874	22249	0.031	0.032465
875	22250	0.031	0.037722
876	22252	0.031	0.042294
877	22262	0.031	0.031654
878	22294	0.031	0.044083
879	22351	0.031	0.044781
880	22354	0.031	0.03194
881	22356	0.031	0.043789
882	22359	0.031	0.027131
883	22369	0.031	0.034564
884	22377	0.031	0.021086
885	22391	0.031	0.042859
886	22427	0.031	0.034121
887	22452	0.031	0.031304
888	22480	0.031	0.040201
889	22481	0.031	0.038635
890	22513	0.031	0.040231
891	22522	0.031	0.044886
892	22683	0.031	0.044773
893	22684	0.031	0.042012
894	22715	0.031	0.04428
895	22724	0.030243	0.027743
896	22726	0.031	0.039504
897	22774	0.031	0.04146
898	22839	0.031	0.031572
899	22855	0.031	0.042954
900	22861	0.031	0.042414
901	22896	0.031	0.038893
902	22904	0.031	0.039532
903	22918	0.031	0.044634
904	22931	0.031	0.044319
905	22971	0.031	0.039122
906	22983	0.031	0.034883
907	23006	0.031	0.041238
908	23015	0.031	0.041256
909	23016	0.031	0.041188
910	23070	0.031	0.039206
911	23075	0.031	0.038796
912	23087	0.031	0.043034
913	23098	0.031	0.028464
914	23111	0.031	0.042267
915	23191	0.031	0.032502
916	23198	0.031	0.038435
917	23232	0.031	0.033662
918	23240	0.031	0.026526
919	23248	0.031	0.039867
920	23257	0.031	0.01833
921	23279	0.031	0.037799
922	23298	0.031	0.032506
923	23356	0.029743	0.03723
924	23397	0.031	0.04466
925	23423	0.031	0.041707
926	23424	0.031	0.024449
927	23457	0.031	0.027914
928	23470	0.031	0.038365
929	23475	0.031	0.040043
930	23532	0.031	0.021616
931	23536	0.031	0.030289
932	23555	0.031	0.02618
933	23566	0.031	0.040827
934	23586	0.031	0.015349
935	23599	0.031	0.041755
936	23615	0.031	0.04452
937	23632	0.031	0.020486
938	23658	0.031	0.04485
